transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
7,05-11-2022,06:24:00,38,Male,46,Clothing,2,25,13.25,50
119,09-07-2022,09:11:00,127,Female,60,Clothing,3,50,27.5,150
278,05-11-2022,11:42:00,71,Female,37,Clothing,4,25,13.5,100
1007,09-07-2022,10:09:00,15,Male,46,Clothing,2,25,11.5,50
1119,05-11-2022,09:36:00,1,Female,60,Clothing,3,50,25.5,150
1278,09-07-2022,06:19:00,28,Female,37,Clothing,4,25,6.75,100
117,05-11-2022,11:38:00,8,Male,19,Electronics,2,500,230,1000
1117,09-07-2022,07:48:00,144,Male,19,Electronics,2,500,210,1000
442,05-11-2022,11:07:00,24,Female,60,Clothing,4,25,13.25,100
590,09-07-2022,11:52:00,151,Male,36,Clothing,3,300,135,900
607,05-11-2022,09:33:00,109,Male,54,Clothing,3,25,13.25,75
1442,09-07-2022,11:02:00,96,Female,60,Clothing,4,25,11.25,100
1590,05-11-2022,09:39:00,142,Male,36,Clothing,3,300,147,900
1607,09-07-2022,10:18:00,53,Male,54,Clothing,3,25,7.75,75
436,05-11-2022,11:54:00,21,Female,57,Clothing,4,30,13.5,120
942,09-07-2022,09:22:00,35,Male,51,Clothing,3,500,160,1500
1436,05-11-2022,11:29:00,1,Female,57,Clothing,4,30,9.9,120
1942,09-07-2022,11:53:00,112,Male,51,Clothing,3,500,265,1500
659,05-11-2022,06:08:00,75,Female,39,Electronics,1,30,8.1,30
941,09-07-2022,09:58:00,39,Female,57,Clothing,2,25,6.5,50
1659,05-11-2022,09:29:00,22,Female,39,Electronics,1,30,9,30
1941,09-07-2022,06:14:00,48,Female,57,Clothing,2,25,12,50
136,05-11-2022,08:59:00,25,Male,44,Electronics,2,300,141,600
175,09-07-2022,10:02:00,23,Female,31,Electronics,4,25,12.5,100
663,05-11-2022,06:32:00,133,Male,23,Clothing,4,300,87,1200
748,09-07-2022,09:35:00,132,Male,25,Clothing,3,50,24,150
806,05-11-2022,08:08:00,14,Female,35,Beauty,3,300,165,900
1136,09-07-2022,08:41:00,93,Male,44,Electronics,2,300,81,600
1175,05-11-2022,06:38:00,103,Female,31,Electronics,4,25,11.5,100
1663,09-07-2022,07:04:00,33,Male,23,Clothing,4,300,81,1200
1748,05-11-2022,10:24:00,119,Male,25,Clothing,3,50,15.5,150
1806,09-07-2022,10:13:00,61,Female,35,Beauty,3,300,102,900
38,05-11-2022,11:39:00,147,Male,38,Beauty,4,50,26,200
313,09-07-2022,10:03:00,11,Female,55,Beauty,3,500,140,1500
402,05-11-2022,08:45:00,63,Female,41,Clothing,2,300,135,600
459,09-07-2022,07:12:00,122,Male,28,Clothing,4,300,75,1200
1038,05-11-2022,09:09:00,11,Male,38,Beauty,4,50,20.5,200
1313,09-07-2022,09:22:00,10,Female,55,Beauty,3,500,170,1500
1402,05-11-2022,06:47:00,110,Female,41,Clothing,2,300,156,600
1459,09-07-2022,06:46:00,13,Male,28,Clothing,4,300,144,1200
161,05-11-2022,06:58:00,104,Male,64,Beauty,2,500,195,1000
328,09-07-2022,06:56:00,9,Male,39,Beauty,2,50,27,100
383,05-11-2022,08:53:00,64,Female,46,Beauty,3,30,7.8,90
973,09-07-2022,08:44:00,51,Male,60,Clothing,1,50,13,50
978,05-11-2022,09:58:00,16,Female,53,Clothing,3,50,19,150
1161,09-07-2022,11:06:00,30,Male,64,Beauty,2,500,160,1000
1328,05-11-2022,07:49:00,60,Male,39,Beauty,2,50,24.5,100
1383,09-07-2022,09:13:00,68,Female,46,Beauty,3,30,14.1,90
1973,05-11-2022,10:10:00,22,Male,60,Clothing,1,50,21.5,50
1978,09-07-2022,11:59:00,41,Female,53,Clothing,3,50,15.5,150
33,05-11-2022,07:40:00,33,Female,50,Electronics,2,50,21,100
138,09-07-2022,10:56:00,127,Male,49,Clothing,4,50,26.5,200
471,05-11-2022,10:21:00,136,Male,32,Clothing,3,50,13,150
636,09-07-2022,06:15:00,60,Female,21,Beauty,3,500,230,1500
1033,05-11-2022,06:52:00,32,Female,50,Electronics,2,50,19,100
1138,09-07-2022,11:59:00,27,Male,49,Clothing,4,50,14.5,200
1471,05-11-2022,10:34:00,30,Male,32,Clothing,3,50,13,150
1636,09-07-2022,11:26:00,50,Female,21,Beauty,3,500,150,1500
177,05-11-2022,08:40:00,30,Male,45,Beauty,2,50,26.5,100
426,09-07-2022,08:11:00,137,Male,23,Electronics,3,50,12.5,150
1177,05-11-2022,09:19:00,89,Male,45,Beauty,2,50,15,100
1426,09-07-2022,11:32:00,114,Male,23,Electronics,3,50,25,150
76,05-11-2022,07:33:00,70,Female,22,Electronics,2,50,14.5,100
91,09-07-2022,06:31:00,152,Female,55,Electronics,1,500,235,500
461,05-11-2022,10:33:00,21,Female,18,Beauty,2,500,265,1000
764,09-07-2022,08:46:00,47,Female,40,Clothing,1,25,11.25,25
1076,05-11-2022,11:09:00,99,Female,22,Electronics,2,50,15,100
1091,09-07-2022,08:46:00,139,Female,55,Electronics,1,500,235,500
1461,05-11-2022,08:43:00,63,Female,18,Beauty,2,500,180,1000
1764,09-07-2022,11:04:00,13,Female,40,Clothing,1,25,11.75,25
202,05-11-2022,06:24:00,61,Female,34,Clothing,4,300,120,1200
301,09-07-2022,10:58:00,104,Male,30,Clothing,4,30,9.6,120
703,05-11-2022,09:56:00,140,Male,34,Electronics,2,50,18.5,100
1202,09-07-2022,06:56:00,89,Female,34,Clothing,4,300,144,1200
1301,05-11-2022,09:58:00,70,Male,30,Clothing,4,30,10.5,120
1703,09-07-2022,08:36:00,2,Male,34,Electronics,2,50,17,100
294,05-11-2022,09:24:00,89,Female,23,Clothing,3,30,15.3,90
760,09-07-2022,07:59:00,14,Male,27,Beauty,1,500,125,500
1294,05-11-2022,11:24:00,8,Female,23,Clothing,3,30,10.5,90
1760,09-07-2022,07:26:00,44,Male,27,Beauty,1,500,230,500
575,05-11-2022,10:29:00,14,Male,60,Clothing,2,50,23,100
1575,09-07-2022,11:54:00,26,Male,60,Clothing,2,50,22.5,100
88,05-11-2022,08:31:00,122,Male,56,Clothing,1,500,185,500
1088,09-07-2022,07:00:00,6,Male,56,Clothing,1,500,155,500
975,05-11-2022,07:41:00,145,Female,56,Clothing,4,50,19.5,200
1975,09-07-2022,10:48:00,63,Female,56,Clothing,4,50,25.5,200
553,05-11-2022,06:17:00,106,Male,24,Clothing,4,300,81,1200
1553,09-07-2022,08:46:00,42,Male,24,Clothing,4,300,99,1200
462,05-11-2022,10:04:00,71,Male,63,Electronics,4,300,132,1200
614,09-07-2022,06:28:00,61,Female,39,Beauty,4,300,120,1200
808,05-11-2022,07:18:00,30,Male,33,Beauty,4,500,195,2000
1462,09-07-2022,10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,05-11-2022,11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,09-07-2022,10:48:00,109,Male,33,Beauty,4,500,210,2000
166,05-11-2022,11:42:00,32,Male,34,Clothing,4,500,225,2000
465,09-07-2022,11:52:00,40,Female,43,Electronics,3,50,15.5,150
502,05-11-2022,11:00:00,31,Male,43,Electronics,3,50,22.5,150
905,09-07-2022,06:27:00,96,Male,58,Beauty,1,300,111,300
1166,05-11-2022,07:45:00,65,Male,34,Clothing,4,500,245,2000
1465,09-07-2022,09:36:00,131,Female,43,Electronics,3,50,26,150
1502,05-11-2022,08:30:00,152,Male,43,Electronics,3,50,18,150
1905,09-07-2022,06:07:00,26,Male,58,Beauty,1,300,102,300
280,05-11-2022,09:35:00,76,Female,37,Clothing,3,500,240,1500
719,09-07-2022,07:19:00,37,Female,42,Clothing,2,30,12,60
834,05-11-2022,06:55:00,13,Female,56,Beauty,2,30,14.7,60
1280,09-07-2022,09:15:00,116,Female,37,Clothing,3,500,255,1500
1719,05-11-2022,07:29:00,4,Female,42,Clothing,2,30,10.8,60
1834,09-07-2022,06:53:00,102,Female,56,Beauty,2,30,12.9,60
891,05-11-2022,06:43:00,24,Male,41,Electronics,3,300,99,900
928,09-07-2022,10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,05-11-2022,06:11:00,81,Male,41,Electronics,3,300,105,900
1928,09-07-2022,06:39:00,93,Female,35,Clothing,4,300,75,1200
332,05-11-2022,11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,09-07-2022,10:02:00,146,Male,58,Electronics,4,300,123,1200
255,05-11-2022,11:44:00,19,Male,48,Clothing,1,30,14.7,30
275,09-07-2022,11:34:00,2,Male,43,Clothing,2,500,260,1000
314,05-11-2022,07:37:00,1,Male,52,Clothing,4,30,7.8,120
517,09-07-2022,08:54:00,3,Female,47,Clothing,4,25,9.25,100
847,05-11-2022,08:42:00,2,Female,18,Electronics,4,300,162,1200
1255,09-07-2022,07:08:00,4,Male,48,Clothing,1,30,7.8,30
1275,05-11-2022,08:48:00,5,Male,43,Clothing,2,500,250,1000
1314,09-07-2022,10:26:00,2,Male,52,Clothing,4,30,16.2,120
1517,05-11-2022,08:46:00,2,Female,47,Clothing,4,25,6.75,100
1847,09-07-2022,07:14:00,5,Female,18,Electronics,4,300,123,1200
61,05-11-2022,11:47:00,4,Male,21,Beauty,4,50,20,200
274,09-07-2022,07:12:00,4,Female,23,Clothing,2,500,150,1000
486,05-11-2022,09:47:00,4,Female,35,Electronics,1,25,6.5,25
548,09-07-2022,07:00:00,4,Female,51,Clothing,2,30,15.6,60
886,05-11-2022,11:25:00,4,Male,37,Electronics,3,300,165,900
892,09-07-2022,11:39:00,1,Male,20,Electronics,1,50,24,50
1061,05-11-2022,07:56:00,3,Male,21,Beauty,4,50,12.5,200
1274,09-07-2022,09:01:00,2,Female,23,Clothing,2,500,185,1000
1486,05-11-2022,08:58:00,4,Female,35,Electronics,1,25,8.75,25
1548,09-07-2022,08:15:00,1,Female,51,Clothing,2,30,12.6,60
1886,05-11-2022,11:51:00,1,Male,37,Electronics,3,300,147,900
1892,09-07-2022,07:22:00,3,Male,20,Electronics,1,50,23.5,50
601,05-11-2022,09:23:00,5,Male,19,Clothing,1,30,13.2,30
901,09-07-2022,06:38:00,2,Male,31,Electronics,1,30,12,30
1601,05-11-2022,11:48:00,1,Male,19,Clothing,1,30,13.5,30
1901,09-07-2022,11:05:00,4,Male,31,Electronics,1,30,8.4,30
527,05-11-2022,11:35:00,1,Male,57,Clothing,2,25,11.5,50
1527,09-07-2022,08:30:00,1,Male,57,Clothing,2,25,11.75,50
23,05-11-2022,07:05:00,4,Female,35,Clothing,4,30,14.7,120
174,09-07-2022,06:07:00,2,Female,39,Beauty,1,300,126,300
589,05-11-2022,07:11:00,5,Female,36,Beauty,2,500,145,1000
774,09-07-2022,09:04:00,2,Female,40,Clothing,2,25,6.5,50
1000,05-11-2022,10:22:00,1,Male,47,Electronics,4,30,8.4,120
1023,09-07-2022,08:40:00,5,Female,35,Clothing,4,30,8.1,120
1174,05-11-2022,06:55:00,2,Female,39,Beauty,1,300,132,300
1589,09-07-2022,06:30:00,5,Female,36,Beauty,2,500,145,1000
1774,05-11-2022,06:48:00,2,Female,40,Clothing,2,25,8,50
2000,09-07-2022,06:38:00,4,Male,47,Electronics,4,30,10.8,120
210,05-11-2022,08:50:00,2,Male,37,Electronics,4,50,19,200
478,09-07-2022,11:13:00,3,Female,58,Clothing,2,30,8.1,60
745,05-11-2022,07:30:00,3,Male,54,Beauty,2,50,17,100
1210,09-07-2022,10:02:00,5,Male,37,Electronics,4,50,12.5,200
1478,05-11-2022,09:18:00,1,Female,58,Clothing,2,30,13.5,60
1745,09-07-2022,10:38:00,4,Male,54,Beauty,2,50,21,100
354,05-11-2022,07:58:00,5,Female,49,Beauty,4,50,24.5,200
408,09-07-2022,08:18:00,4,Female,64,Beauty,1,500,140,500
1354,05-11-2022,09:34:00,5,Female,49,Beauty,4,50,26.5,200
1408,09-07-2022,08:17:00,2,Female,64,Beauty,1,500,250,500
674,05-11-2022,11:10:00,2,Female,38,Clothing,1,300,84,300
1674,09-07-2022,09:21:00,1,Female,38,Clothing,1,300,123,300
967,05-11-2022,10:13:00,4,Male,62,Beauty,1,25,13.25,25
1967,09-07-2022,08:28:00,4,Male,62,Beauty,1,25,12.25,25
79,05-11-2022,10:15:00,1,Male,34,Beauty,1,300,96,300
406,09-07-2022,11:50:00,3,Female,22,Beauty,4,25,11,100
450,05-11-2022,06:35:00,2,Female,59,Beauty,2,25,11,50
562,09-07-2022,09:26:00,3,Male,54,Electronics,2,25,7.25,50
1079,05-11-2022,06:45:00,1,Male,34,Beauty,1,300,117,300
1406,09-07-2022,08:45:00,2,Female,22,Beauty,4,25,10,100
1450,05-11-2022,08:52:00,1,Female,59,Beauty,2,25,10.25,50
1562,09-07-2022,10:21:00,5,Male,54,Electronics,2,25,12.75,50
108,05-11-2022,09:38:00,5,Female,27,Beauty,3,25,13.5,75
111,09-07-2022,09:45:00,5,Female,34,Electronics,3,500,130,1500
207,05-11-2022,08:34:00,3,Female,42,Beauty,2,25,10.25,50
724,09-07-2022,06:56:00,3,Male,61,Clothing,3,50,20,150
836,05-11-2022,06:32:00,2,Female,22,Clothing,1,50,27.5,50
969,09-07-2022,11:47:00,2,Female,40,Clothing,3,300,84,900
1108,05-11-2022,10:27:00,1,Female,27,Beauty,3,25,10,75
1111,09-07-2022,21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,05-11-2022,21:48:00,3,Female,42,Beauty,2,25,10,50
1724,09-07-2022,20:53:00,4,Male,61,Clothing,3,50,17,150
1836,05-11-2022,17:19:00,3,Female,22,Clothing,1,50,23.5,50
1969,09-07-2022,19:34:00,4,Female,40,Clothing,3,300,126,900
246,05-11-2022,20:05:00,4,Female,48,Electronics,2,25,13.25,50
298,09-07-2022,19:05:00,3,Male,27,Beauty,4,300,84,1200
374,05-11-2022,17:45:00,4,Female,59,Beauty,3,25,7.75,75
572,09-07-2022,18:33:00,5,Male,31,Clothing,4,500,185,2000
665,05-11-2022,22:49:00,1,Male,57,Clothing,1,50,19,50
1246,09-07-2022,22:54:00,3,Female,48,Electronics,2,25,11.5,50
1298,05-11-2022,19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,09-07-2022,22:03:00,3,Female,59,Beauty,3,25,8.25,75
1572,05-11-2022,22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,09-07-2022,19:38:00,4,Male,57,Clothing,1,50,14,50
39,05-11-2022,22:44:00,5,Male,23,Clothing,4,30,8.7,120
893,09-07-2022,18:52:00,1,Male,49,Electronics,1,50,17,50
1039,05-11-2022,20:01:00,1,Male,23,Clothing,4,30,13.8,120
1893,09-07-2022,17:04:00,3,Male,49,Electronics,1,50,22.5,50
17,05-11-2022,21:08:00,3,Female,27,Clothing,4,25,13,100
316,09-07-2022,17:25:00,3,Female,48,Clothing,2,25,13.75,50
755,05-11-2022,20:07:00,1,Female,58,Clothing,3,25,6.75,75
1017,09-07-2022,18:41:00,2,Female,27,Clothing,4,25,12,100
1316,05-11-2022,17:11:00,1,Female,48,Clothing,2,25,11.75,50
1755,09-07-2022,21:47:00,2,Female,58,Clothing,3,25,8,75
28,05-11-2022,22:34:00,3,Female,43,Beauty,1,500,150,500
98,09-07-2022,19:41:00,1,Female,55,Beauty,2,50,19.5,100
129,05-11-2022,17:42:00,1,Female,21,Beauty,2,300,75,600
230,09-07-2022,17:44:00,5,Male,54,Beauty,1,25,12.5,25
613,05-11-2022,17:23:00,2,Female,52,Clothing,3,30,11.4,90
691,09-07-2022,21:09:00,5,Female,51,Clothing,3,30,14.7,90
693,05-11-2022,17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,09-07-2022,18:09:00,1,Female,43,Beauty,1,500,250,500
1098,05-11-2022,22:34:00,3,Female,55,Beauty,2,50,19.5,100
1129,09-07-2022,21:46:00,1,Female,21,Beauty,2,300,156,600
1230,05-11-2022,21:24:00,1,Male,54,Beauty,1,25,13.25,25
1613,09-07-2022,21:58:00,4,Female,52,Clothing,3,30,9.9,90
1691,05-11-2022,20:01:00,1,Female,51,Clothing,3,30,13.5,90
1693,09-07-2022,18:21:00,1,Male,41,Beauty,3,500,130,1500
477,05-11-2022,17:24:00,3,Male,43,Clothing,4,30,16.2,120
863,09-07-2022,22:40:00,4,Female,30,Electronics,2,25,11.25,50
1477,05-11-2022,21:59:00,3,Male,43,Clothing,4,30,15.6,120
1863,09-07-2022,22:33:00,4,Female,30,Electronics,2,25,10,50
6,05-11-2022,22:16:00,2,Female,45,Beauty,1,30,15,30
483,09-07-2022,17:25:00,2,Male,55,Clothing,1,30,8.4,30
738,05-11-2022,18:24:00,5,Male,41,Clothing,2,50,26,100
1006,09-07-2022,19:23:00,2,Female,45,Beauty,1,30,14.1,30
1483,05-11-2022,19:53:00,1,Male,55,Clothing,1,30,8.7,30
1738,09-07-2022,21:33:00,1,Male,41,Clothing,2,50,16,100
222,05-11-2022,18:56:00,4,Male,51,Clothing,4,30,10.5,120
588,09-07-2022,17:54:00,5,Male,38,Electronics,2,30,13.8,60
953,05-11-2022,17:58:00,1,Male,45,Beauty,3,30,12.6,90
1222,09-07-2022,18:15:00,3,Male,51,Clothing,4,30,11.1,120
1588,05-11-2022,21:29:00,4,Male,38,Electronics,2,30,13.2,60
1953,09-07-2022,17:34:00,3,Male,45,Beauty,3,30,10.2,90
66,05-11-2022,22:49:00,3,Female,45,Electronics,1,30,9,30
482,09-07-2022,18:57:00,3,Female,28,Clothing,4,300,141,1200
903,05-11-2022,22:14:00,3,Female,51,Beauty,4,50,14,200
1066,09-07-2022,18:11:00,4,Female,45,Electronics,1,30,8.4,30
1482,05-11-2022,22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,09-07-2022,21:44:00,5,Female,51,Beauty,4,50,19,200
102,05-11-2022,21:34:00,5,Female,47,Beauty,2,25,7.25,50
228,09-07-2022,20:26:00,4,Female,59,Electronics,2,30,10.8,60
236,05-11-2022,22:18:00,5,Female,54,Clothing,1,25,6.5,25
1102,09-07-2022,18:04:00,5,Female,47,Beauty,2,25,6.5,50
1228,05-11-2022,21:37:00,5,Female,59,Electronics,2,30,11.4,60
1236,09-07-2022,18:19:00,4,Female,54,Clothing,1,25,8.75,25
660,05-11-2022,18:46:00,2,Female,38,Beauty,2,500,270,1000
884,09-07-2022,20:31:00,1,Female,26,Clothing,2,30,7.5,60
987,05-11-2022,18:45:00,1,Female,30,Clothing,3,300,165,900
1660,09-07-2022,20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,05-11-2022,21:45:00,2,Female,26,Clothing,2,30,11.4,60
1987,09-07-2022,18:18:00,2,Female,30,Clothing,3,300,129,900
18,05-11-2022,19:13:00,5,Female,47,Electronics,2,25,12.5,50
69,09-07-2022,22:44:00,1,Female,56,Beauty,3,25,8.5,75
995,05-11-2022,22:38:00,4,Female,41,Clothing,1,30,9.9,30
1018,09-07-2022,19:13:00,4,Female,47,Electronics,2,25,13,50
1069,05-11-2022,19:05:00,2,Female,56,Beauty,3,25,6.75,75
1995,09-07-2022,22:18:00,5,Female,41,Clothing,1,30,14.7,30
337,05-11-2022,17:56:00,1,Male,38,Clothing,1,500,275,500
585,09-07-2022,21:49:00,3,Female,24,Clothing,1,25,13.75,25
652,05-11-2022,17:05:00,4,Female,34,Beauty,2,50,20.5,100
1337,09-07-2022,19:56:00,2,Male,38,Clothing,1,500,225,500
1585,05-11-2022,20:00:00,2,Female,24,Clothing,1,25,7.25,25
1652,09-07-2022,20:00:00,2,Female,34,Beauty,2,50,20.5,100
242,05-11-2022,18:28:00,1,Male,21,Clothing,1,25,8,25
293,09-07-2022,19:04:00,4,Male,50,Electronics,3,30,9.6,90
460,05-11-2022,23:00:00,2,Male,40,Beauty,1,50,19,50
1242,09-07-2022,18:32:00,5,Male,21,Clothing,1,25,11.25,25
1293,05-11-2022,18:52:00,3,Male,50,Electronics,3,30,14.1,90
1460,09-07-2022,19:42:00,4,Male,40,Beauty,1,50,22,50
188,05-11-2022,18:50:00,3,Male,40,Clothing,3,25,8.5,75
357,09-07-2022,18:57:00,4,Female,40,Electronics,3,25,7.5,75
646,05-11-2022,21:02:00,3,Male,38,Clothing,3,30,13.5,90
749,09-07-2022,20:33:00,2,Male,42,Beauty,1,30,8.4,30
974,05-11-2022,18:39:00,3,Male,47,Beauty,1,30,11.7,30
1188,09-07-2022,22:43:00,2,Male,40,Clothing,3,25,10.75,75
1357,05-11-2022,19:14:00,3,Female,40,Electronics,3,25,11.5,75
1646,09-07-2022,19:43:00,1,Male,38,Clothing,3,30,15.6,90
1749,05-11-2022,19:55:00,2,Male,42,Beauty,1,30,9,30
1974,09-07-2022,20:20:00,3,Male,47,Beauty,1,30,12.9,30
190,05-11-2022,17:56:00,2,Female,60,Beauty,3,30,10.5,90
849,09-07-2022,19:33:00,5,Male,32,Clothing,2,25,12.5,50
853,05-11-2022,22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,09-07-2022,21:00:00,4,Female,60,Beauty,3,30,10.8,90
1849,05-11-2022,22:42:00,1,Male,32,Clothing,2,25,12,50
1853,09-07-2022,18:39:00,2,Male,21,Beauty,2,500,190,1000
252,05-11-2022,17:37:00,1,Male,54,Electronics,1,300,84,300
606,09-07-2022,20:19:00,2,Male,22,Electronics,1,50,19.5,50
779,05-11-2022,19:19:00,3,Female,56,Electronics,2,500,155,1000
824,09-07-2022,19:10:00,3,Male,63,Clothing,4,30,9.3,120
866,05-11-2022,18:16:00,4,Male,24,Electronics,1,50,22.5,50
1252,09-07-2022,20:18:00,5,Male,54,Electronics,1,300,117,300
1606,05-11-2022,19:52:00,2,Male,22,Electronics,1,50,26.5,50
1779,09-07-2022,19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,05-11-2022,20:19:00,4,Male,63,Clothing,4,30,12.6,120
1866,09-07-2022,22:38:00,5,Male,24,Electronics,1,50,20,50
5,05-11-2022,22:10:00,3,Male,30,Beauty,2,50,24,100
90,09-07-2022,17:53:00,3,Female,51,Electronics,1,30,13.5,30
380,05-11-2022,22:26:00,2,Male,56,Electronics,2,300,102,600
593,09-07-2022,22:05:00,2,Male,35,Electronics,2,30,13.2,60
820,05-11-2022,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,09-07-2022,20:38:00,2,Male,30,Beauty,2,50,17.5,100
1090,05-11-2022,19:54:00,4,Female,51,Electronics,1,30,7.5,30
1380,09-07-2022,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,05-11-2022,22:39:00,5,Male,35,Electronics,2,30,14.4,60
1820,09-07-2022,21:31:00,1,Male,49,Electronics,4,50,22,200
120,05-11-2022,19:35:00,4,Male,60,Beauty,1,50,12.5,50
221,09-07-2022,21:01:00,3,Male,39,Beauty,2,300,111,600
341,05-11-2022,17:06:00,5,Male,31,Clothing,4,50,18.5,200
640,09-07-2022,20:05:00,3,Female,51,Electronics,4,30,12.6,120
744,05-11-2022,18:02:00,1,Male,40,Electronics,1,25,6.5,25
1120,09-07-2022,19:32:00,4,Male,60,Beauty,1,50,26.5,50
1221,05-11-2022,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,09-07-2022,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,05-11-2022,19:44:00,5,Female,51,Electronics,4,30,14.1,120
1744,09-07-2022,21:49:00,4,Male,40,Electronics,1,25,8.75,25
273,05-11-2022,20:24:00,1,Female,22,Beauty,1,50,14.5,50
283,09-07-2022,20:08:00,3,Female,18,Electronics,1,500,165,500
452,05-11-2022,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,09-07-2022,19:24:00,4,Male,18,Beauty,3,25,8.75,75
620,05-11-2022,20:59:00,4,Male,63,Electronics,3,25,7,75
946,09-07-2022,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,05-11-2022,20:39:00,1,Female,22,Beauty,1,50,25.5,50
1283,09-07-2022,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,05-11-2022,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,09-07-2022,17:22:00,3,Male,18,Beauty,3,25,12.5,75
1620,05-11-2022,22:48:00,5,Male,63,Electronics,3,25,7.75,75
1946,09-07-2022,20:48:00,5,Male,62,Electronics,4,500,165,2000
148,05-11-2022,20:39:00,5,Male,18,Clothing,2,30,9.9,60
414,09-07-2022,19:40:00,1,Male,48,Beauty,4,25,9.75,100
883,05-11-2022,20:43:00,5,Male,40,Electronics,1,500,245,500
1148,09-07-2022,22:04:00,2,Male,18,Clothing,2,30,10.8,60
1414,05-11-2022,21:28:00,4,Male,48,Beauty,4,25,11.25,100
1883,09-07-2022,17:54:00,3,Male,40,Electronics,1,500,200,500
731,05-11-2022,18:49:00,1,Male,54,Clothing,4,500,165,2000
930,09-07-2022,17:54:00,1,Male,54,Clothing,4,50,26,200
1731,05-11-2022,17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,09-07-2022,19:58:00,5,Male,54,Clothing,4,50,13,200
518,05-11-2022,17:01:00,2,Female,40,Clothing,1,30,16.2,30
1518,09-07-2022,20:03:00,3,Female,40,Clothing,1,30,12.6,30
758,05-11-2022,18:30:00,1,Male,64,Clothing,4,25,6.75,100
1758,09-07-2022,18:19:00,3,Male,64,Clothing,4,25,7.5,100
639,05-11-2022,19:47:00,4,Female,62,Beauty,4,50,26.5,200
838,09-07-2022,21:20:00,1,Male,47,Electronics,2,300,153,600
1639,05-11-2022,18:13:00,5,Female,62,Beauty,4,50,24,200
1838,09-07-2022,17:06:00,4,Male,47,Electronics,2,300,102,600
353,05-11-2022,21:35:00,5,Male,31,Electronics,1,500,270,500
501,09-07-2022,20:21:00,2,Male,39,Electronics,2,30,9,60
721,05-11-2022,17:10:00,5,Female,52,Clothing,1,500,145,500
1353,09-07-2022,21:59:00,3,Male,31,Electronics,1,500,235,500
1501,05-11-2022,18:00:00,1,Male,39,Electronics,2,30,13.5,60
1721,09-07-2022,22:42:00,3,Female,52,Clothing,1,500,215,500
123,05-11-2022,19:00:00,3,Female,40,Electronics,2,30,11.7,60
164,09-07-2022,18:26:00,3,Female,47,Beauty,3,500,185,1500
425,05-11-2022,18:28:00,2,Female,55,Electronics,4,30,15.6,120
1123,09-07-2022,21:04:00,1,Female,40,Electronics,2,30,10.8,60
1164,05-11-2022,20:53:00,1,Female,47,Beauty,3,500,245,1500
1425,09-07-2022,22:15:00,1,Female,55,Electronics,4,30,10.2,120
48,05-11-2022,17:34:00,2,Male,54,Electronics,3,300,123,900
118,09-07-2022,20:07:00,3,Female,30,Electronics,4,500,270,2000
203,05-11-2022,21:33:00,4,Male,56,Clothing,2,500,175,1000
305,09-07-2022,22:09:00,4,Female,18,Beauty,1,30,14.4,30
358,05-11-2022,18:32:00,4,Female,32,Beauty,1,300,132,300
376,09-07-2022,18:21:00,4,Female,64,Beauty,1,30,12,30
398,05-11-2022,21:17:00,5,Female,48,Clothing,2,300,114,600
411,09-07-2022,20:04:00,3,Male,62,Electronics,4,50,24.5,200
504,05-11-2022,18:07:00,4,Female,38,Beauty,3,50,22,150
970,09-07-2022,18:13:00,2,Male,59,Electronics,4,500,220,2000
996,05-11-2022,17:38:00,2,Male,62,Clothing,1,50,13.5,50
1048,09-07-2022,19:14:00,3,Male,54,Electronics,3,300,93,900
1118,05-11-2022,17:24:00,1,Female,30,Electronics,4,500,170,2000
1203,09-07-2022,18:36:00,2,Male,56,Clothing,2,500,145,1000
1305,05-11-2022,18:24:00,5,Female,18,Beauty,1,30,7.8,30
1358,09-07-2022,21:40:00,5,Female,32,Beauty,1,300,156,300
1376,05-11-2022,19:49:00,3,Female,64,Beauty,1,30,9.9,30
1398,09-07-2022,17:20:00,1,Female,48,Clothing,2,300,120,600
1411,05-11-2022,20:27:00,1,Male,62,Electronics,4,50,26,200
1504,09-07-2022,17:01:00,4,Female,38,Beauty,3,50,25.5,150
